name,position,club,minutes,appearances,starts,goals,assists,clean_sheets,rating,form,xg,xa,yellow_cards,red_cards,bonus,bps,ict_index,chance_playing,fixture_difficulty,home,selected_by_percent,team_form_points,team_attack_form,team_defence_form,opponent_strength,rest_days,price,future_points,GW,kickoff_time
Benoît Badiashile,DEF,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,57.82669172798565,1.5,1.35,1.35,0.5,7.0,4.3,0,21,2025-01-14T19:30:00Z
Bernardo Veiga de Carvalho e Silva,MID,Man City,450.0,5.0,5.0,1.0,0.0,1.0,6.2,3.6,0.44000000000000006,0.27,0.0,0.0,2.0,90.0,4.619999999999999,1.0,3.0,0.0,80.82882716195641,1.5,1.35,1.35,0.5,7.0,6.3,2,21,2025-01-14T19:30:00Z
Bernd Leno,GK,Fulham,450.0,5.0,5.0,0.0,0.0,1.0,6.173333333333334,3.0,0.0,0.0,0.0,0.0,0.0,78.0,2.96,1.0,3.0,0.0,80.44951182138684,1.5,1.35,1.35,0.5,7.0,5.0,1,21,2025-01-14T19:30:00Z
Bobby Clark,MID,Liverpool,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,45.757411781810234,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-14T20:00:00Z
Boubacar Traoré,MID,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,49.06834756948207,1.5,1.35,1.35,0.5,7.0,4.8,0,21,2025-01-15T19:30:00Z
Brandon Austin,GK,Spurs,90.0,5.0,1.0,0.0,0.0,0.0,6.0777777777777775,0.2,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.43999999999999995,3.0,0.0,68.47214810856518,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-15T20:00:00Z
Brennan Johnson,MID,Spurs,320.0,5.0,3.0,1.0,1.0,0.0,6.196875,3.4,1.31,0.37,1.0,0.0,2.0,63.0,4.74,1.0,3.0,0.0,82.89931962782678,1.5,1.35,1.35,0.5,7.0,6.4,1,21,2025-01-15T20:00:00Z
Bruno Borges Fernandes,MID,Man Utd,316.0,5.0,4.0,1.0,1.0,0.0,6.237341772151899,3.2,1.8100000000000003,0.8600000000000001,0.0,1.0,4.0,75.0,7.959999999999999,0.8599999999999999,3.0,1.0,88.14074964636762,1.5,1.35,1.35,0.5,7.0,8.3,4,21,2025-01-16T20:00:00Z
Bruno Guimarães Rodriguez Moura,MID,Newcastle,412.0,5.0,5.0,1.0,2.0,4.0,6.283980582524272,5.2,1.0899999999999999,0.92,1.0,0.0,2.0,117.0,7.359999999999999,1.0,3.0,1.0,77.48121996587449,1.5,1.35,1.35,0.5,7.0,6.1,6,21,2025-01-15T19:30:00Z
Bryan Gil Salvatierra,MID,Spurs,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,30.05706436598537,1.5,1.35,1.35,0.5,7.0,5.0,0,21,2025-01-15T20:00:00Z
Callum Bates,MID,Everton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,41.209518188193925,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-15T19:30:00Z
Callum Hudson-Odoi,MID,Nott'm Forest,356.0,5.0,4.0,0.0,1.0,3.0,6.185393258426966,2.8,0.49,0.55,0.0,0.0,0.0,66.0,4.659999999999999,0.8599999999999999,3.0,1.0,74.618886245819,1.5,1.35,1.35,0.5,7.0,5.2,2,21,2025-01-14T20:00:00Z
Callum Olusesi,MID,Spurs,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,40.993316090834625,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-15T20:00:00Z
Caoimhin Kelleher,GK,Liverpool,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,76.02497453163132,1.5,1.35,1.35,0.5,7.0,4.2,0,21,2025-01-14T20:00:00Z
Carlos Alcaraz Durán,MID,Southampton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,48.57320186446996,1.5,1.35,1.35,0.5,7.0,4.9,0,21,2025-01-16T20:00:00Z
Carlos Baleba,MID,Brighton,442.0,5.0,5.0,0.0,0.0,1.0,6.165158371040724,2.0,0.18999999999999995,0.23,1.0,0.0,0.0,73.0,3.02,1.0,3.0,0.0,61.93822721960386,1.5,1.35,1.35,0.5,7.0,5.0,3,21,2025-01-16T19:30:00Z
Carlos Henrique Casimiro,MID,Man Utd,90.0,5.0,1.0,0.0,0.0,0.0,6.288888888888889,0.6,0.12,0.16999999999999998,0.0,0.0,0.0,26.0,1.8199999999999996,0.58,3.0,1.0,67.99918573471435,1.5,1.35,1.35,0.5,7.0,4.8,0,21,2025-01-16T20:00:00Z
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,61.682344140240794,1.5,1.35,1.35,0.5,7.0,4.2,0,21,2025-01-14T20:00:00Z
Carlos Roberto Forbs Borges,MID,Wolves,28.0,5.0,0.0,0.0,0.0,0.0,6.1,0.6,0.04,0.01,0.0,0.0,0.0,9.0,0.33999999999999997,0.72,3.0,0.0,50.40259176249893,1.5,1.35,1.35,0.5,7.0,5.5,0,21,2025-01-15T19:30:00Z
Carlos Soler,MID,West Ham,172.0,5.0,3.0,0.0,0.0,0.0,6.075581395348837,0.6,0.34,0.26999999999999996,1.0,0.0,0.0,13.0,0.9600000000000005,0.72,3.0,1.0,49.23084366907984,1.5,1.35,1.35,0.5,7.0,5.0,9,21,2025-01-14T19:30:00Z
Carlos Vinícius Alves Morais,FWD,Fulham,3.0,5.0,0.0,0.0,0.0,0.0,6.066666666666666,0.2,0.06,0.0,0.0,0.0,0.0,6.0,0.45999999999999996,0.43999999999999995,3.0,0.0,66.16167595695421,1.5,1.35,1.35,0.5,7.0,5.0,0,21,2025-01-14T19:30:00Z
Cesare Casadei,MID,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,60.07783691160235,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T19:30:00Z
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,53.57642143856437,1.5,1.35,1.35,0.5,7.0,4.3,0,21,2025-01-15T19:30:00Z
Charlie Taylor,DEF,Southampton,45.0,5.0,0.0,0.0,0.0,0.0,6.0,-0.2,0.0,0.01,0.0,0.0,0.0,-14.0,0.10000000000000017,0.43999999999999995,3.0,0.0,82.51261888824375,1.5,1.35,1.35,0.5,7.0,3.9,0,21,2025-01-16T20:00:00Z
Cheick Doucouré,MID,Crystal Palace,136.0,5.0,1.0,0.0,0.0,0.0,6.205882352941177,1.2,0.21,0.060000000000000005,0.0,0.0,0.0,28.0,0.9799999999999999,1.0,3.0,0.0,54.506876091927126,1.5,1.35,1.35,0.5,7.0,4.9,3,21,2025-01-15T19:30:00Z
Chris Mepham,DEF,Bournemouth,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,50.15831985108059,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T19:30:00Z
Chris Richards,DEF,Crystal Palace,270.0,5.0,3.0,0.0,0.0,0.0,6.040740740740741,0.8,0.06,0.01,0.0,0.0,0.0,11.0,1.44,0.72,3.0,0.0,58.49469529032507,1.5,1.35,1.35,0.5,7.0,4.4,6,21,2025-01-15T19:30:00Z
Chris Wood,FWD,Nott'm Forest,428.0,5.0,5.0,2.0,1.0,4.0,6.196261682242991,5.2,1.0499999999999998,0.13,0.0,0.0,5.0,84.0,3.96,1.0,3.0,1.0,94.8854806324037,1.5,1.35,1.35,0.5,7.0,6.8,9,21,2025-01-14T20:00:00Z
Christian Eriksen,MID,Man Utd,117.0,5.0,1.0,0.0,0.0,0.0,6.145299145299146,0.6,0.0,0.12000000000000001,0.0,0.0,0.0,17.0,0.8800000000000001,0.58,3.0,1.0,62.01245400531528,1.5,1.35,1.35,0.5,7.0,5.3,4,21,2025-01-16T20:00:00Z
Christian Nørgaard,MID,Brentford,405.0,5.0,5.0,0.0,0.0,2.0,6.145679012345679,2.2,0.78,0.16000000000000003,1.0,0.0,0.0,59.0,3.0200000000000005,1.0,3.0,1.0,62.35817326433109,1.5,1.35,1.35,0.5,7.0,4.8,8,21,2025-01-14T19:30:00Z
Cieran Slicker,GK,Ipswich,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,70.35784884934222,1.5,1.35,1.35,0.5,7.0,3.9,0,21,2025-01-16T19:30:00Z
Cody Gakpo,FWD,Liverpool,368.0,5.0,5.0,4.0,1.0,0.0,6.4103260869565215,6.6,1.46,1.0799999999999998,1.0,0.0,6.0,151.0,9.2,1.0,3.0,0.0,86.62252911720907,1.5,1.35,1.35,0.5,7.0,7.4,2,21,2025-01-14T20:00:00Z
Cole Palmer,MID,Chelsea,450.0,5.0,5.0,2.0,0.0,1.0,6.282222222222222,5.6,0.9700000000000004,1.8,0.0,0.0,7.0,127.0,9.92,1.0,3.0,1.0,99.54295580147347,1.5,1.35,1.35,0.5,7.0,11.4,10,21,2025-01-14T19:30:00Z
Conor Bradley,DEF,Liverpool,4.0,5.0,0.0,0.0,0.0,0.0,6.0777777777777775,0.2,0.05,0.0,0.0,0.0,0.0,7.0,0.54,0.43999999999999995,3.0,0.0,63.63102283752299,1.5,1.35,1.35,0.5,7.0,4.7,0,21,2025-01-14T20:00:00Z
Conor Chaplin,MID,Ipswich,135.0,5.0,2.0,0.0,1.0,0.0,6.155555555555556,1.4,0.19,0.2,0.0,0.0,0.0,21.0,0.9600000000000005,0.58,3.0,1.0,57.57701394107918,1.5,1.35,1.35,0.5,7.0,5.1,0,21,2025-01-16T19:30:00Z
Conor Coady,DEF,Leicester,435.0,5.0,5.0,0.0,0.0,0.0,6.025287356321839,0.8,0.0,0.43,0.0,0.0,0.0,11.0,2.1399999999999997,1.0,3.0,1.0,67.17756591514082,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-15T19:30:00Z
Conor Gallagher,MID,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,60.49556582459824,1.5,1.35,1.35,0.5,7.0,5.9,0,21,2025-01-14T19:30:00Z
Cristian Romero,DEF,Spurs,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,81.21604733542486,1.5,1.35,1.35,0.5,7.0,4.9,0,21,2025-01-15T20:00:00Z
Daichi Kamada,MID,Crystal Palace,123.0,5.0,1.0,0.0,0.0,0.0,6.195121951219512,1.2,0.07,0.24999999999999997,0.0,0.0,0.0,24.0,1.2,1.0,3.0,0.0,58.6864166834981,1.5,1.35,1.35,0.5,7.0,5.1,1,21,2025-01-15T19:30:00Z
Dan Burn,DEF,Newcastle,450.0,5.0,5.0,0.0,0.0,4.0,6.2555555555555555,5.2,0.14,0.37000000000000005,1.0,0.0,1.0,115.0,2.42,1.0,3.0,1.0,85.71824482071256,1.5,1.35,1.35,0.5,7.0,4.4,6,21,2025-01-15T19:30:00Z
Dane Scarlett,FWD,Spurs,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,54.9934085795749,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-15T20:00:00Z
Daniel Castelo Podence,MID,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,48.64405091026322,1.5,1.35,1.35,0.5,7.0,5.5,0,21,2025-01-15T19:30:00Z
Daniel Muñoz,DEF,Crystal Palace,360.0,5.0,4.0,0.0,0.0,1.0,6.133333333333334,2.2,0.82,0.49,1.0,0.0,0.0,48.0,5.88,0.8599999999999999,3.0,0.0,84.17488587126178,1.5,1.35,1.35,0.5,7.0,4.7,6,21,2025-01-15T19:30:00Z
Danny Ings,FWD,West Ham,3.0,5.0,0.0,0.0,0.0,0.0,6.033333333333333,0.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.43999999999999995,3.0,1.0,74.94179000073171,1.5,1.35,1.35,0.5,7.0,5.0,4,21,2025-01-14T19:30:00Z
Danny Ward,GK,Leicester,135.0,5.0,1.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,-5.0,0.72,0.58,3.0,1.0,76.76492986705668,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-15T19:30:00Z
Dara O'Shea,DEF,Ipswich,450.0,5.0,5.0,0.0,0.0,1.0,6.095555555555555,1.8,0.11,0.01,2.0,0.0,0.0,43.0,2.32,1.0,3.0,1.0,76.13776509542713,1.5,1.35,1.35,0.5,7.0,4.1,1,21,2025-01-16T19:30:00Z
David Brooks,MID,Bournemouth,111.0,5.0,1.0,1.0,0.0,0.0,6.342342342342342,2.0,0.6499999999999999,0.08,1.0,0.0,0.0,38.0,2.2199999999999998,1.0,3.0,0.0,50.988674547377386,1.5,1.35,1.35,0.5,7.0,4.9,1,21,2025-01-14T19:30:00Z
David Datro Fofana,FWD,Chelsea,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.17601903577797,1.5,1.35,1.35,0.5,7.0,5.4,0,21,2025-01-14T19:30:00Z
David Raya Martin,GK,Arsenal,450.0,5.0,5.0,0.0,0.0,2.0,6.168888888888889,4.0,0.0,0.0,0.0,0.0,0.0,76.0,1.56,1.0,3.0,1.0,94.3389978177742,1.5,1.35,1.35,0.5,7.0,5.6,2,21,2025-01-15T20:00:00Z
Dean Henderson,GK,Crystal Palace,450.0,5.0,5.0,0.0,0.0,1.0,6.091111111111111,2.6,0.0,0.01,1.0,0.0,0.0,41.0,2.06,1.0,3.0,0.0,88.38775648799665,1.5,1.35,1.35,0.5,7.0,4.5,7,21,2025-01-15T19:30:00Z
Dean Huijsen,DEF,Bournemouth,450.0,5.0,5.0,1.0,0.0,3.0,6.2844444444444445,6.6,0.45,0.32999999999999996,2.0,0.0,8.0,128.0,5.22,1.0,3.0,0.0,81.42319471705909,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T19:30:00Z
Declan Rice,MID,Arsenal,281.0,5.0,3.0,1.0,1.0,2.0,6.377224199288256,4.4,0.34,0.84,0.0,0.0,4.0,106.0,5.299999999999999,1.0,3.0,1.0,79.00878674331008,1.5,1.35,1.35,0.5,7.0,6.2,2,21,2025-01-15T20:00:00Z
Diogo Dalot Teixeira,DEF,Man Utd,450.0,5.0,5.0,0.0,0.0,0.0,6.017777777777778,1.0,0.42000000000000004,0.38,1.0,0.0,0.0,8.0,3.5,1.0,3.0,1.0,84.68302604119258,1.5,1.35,1.35,0.5,7.0,5.0,0,21,2025-01-16T20:00:00Z
Diogo Teixeira da Silva,MID,Liverpool,106.0,5.0,0.0,2.0,0.0,0.0,6.650943396226415,3.4,1.26,0.3,0.0,0.0,2.0,69.0,4.64,1.0,3.0,0.0,80.09519782220553,1.5,1.35,1.35,0.5,7.0,7.2,7,21,2025-01-14T20:00:00Z
Djed Spence,DEF,Spurs,346.0,5.0,4.0,0.0,1.0,1.0,6.1531791907514455,1.6,0.09,0.48,0.0,1.0,0.0,53.0,3.4200000000000004,0.8599999999999999,3.0,0.0,59.20311679596003,1.5,1.35,1.35,0.5,7.0,4.4,1,21,2025-01-15T20:00:00Z
Dominic Calvert-Lewin,FWD,Everton,286.0,5.0,3.0,0.0,0.0,2.0,6.0524475524475525,1.6,0.33,0.049999999999999996,0.0,0.0,0.0,15.0,1.2,1.0,3.0,1.0,75.13401447410396,1.5,1.35,1.35,0.5,7.0,5.4,2,21,2025-01-15T19:30:00Z
Dominik Szoboszlai,MID,Liverpool,180.0,5.0,2.0,1.0,3.0,0.0,6.427777777777778,3.8,1.77,0.99,2.0,0.0,2.0,77.0,3.8,0.72,3.0,0.0,75.54335688431759,1.5,1.35,1.35,0.5,7.0,6.3,2,21,2025-01-14T20:00:00Z
Dwight McNeil,MID,Everton,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,75.89576934992651,1.5,1.35,1.35,0.5,7.0,5.1,0,21,2025-01-15T19:30:00Z
Eberechi Eze,MID,Crystal Palace,317.0,5.0,4.0,1.0,1.0,1.0,6.264984227129338,3.6,1.08,0.39,1.0,0.0,3.0,84.0,5.5600000000000005,0.8599999999999999,3.0,0.0,86.65133179556493,1.5,1.35,1.35,0.5,7.0,6.6,6,21,2025-01-15T19:30:00Z
Ederson Santana de Moraes,GK,Man City,90.0,5.0,1.0,0.0,0.0,0.0,6.055555555555555,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0.26,0.43999999999999995,3.0,0.0,82.76019073364623,1.5,1.35,1.35,0.5,7.0,5.3,0,21,2025-01-14T19:30:00Z
Edson Álvarez Velázquez,MID,West Ham,339.0,5.0,4.0,0.0,0.0,1.0,6.1386430678466075,1.6,0.1,0.06,1.0,0.0,0.0,47.0,2.08,1.0,3.0,1.0,59.66413501762514,1.5,1.35,1.35,0.5,7.0,5.0,2,21,2025-01-14T19:30:00Z
Elkan Baggott,DEF,Ipswich,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,46.381876783605094,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-16T19:30:00Z
Emile Smith Rowe,MID,Fulham,67.0,5.0,0.0,0.0,0.0,0.0,6.111111111111111,0.6,0.12000000000000005,0.049999999999999996,0.0,0.0,0.0,10.0,0.5999999999999996,0.72,3.0,0.0,87.46028894649189,1.5,1.35,1.35,0.5,7.0,5.3,2,21,2025-01-14T19:30:00Z
Emiliano Martínez Romero,GK,Aston Villa,450.0,5.0,5.0,0.0,0.0,0.0,6.104444444444445,2.0,0.0,0.0,1.0,0.0,0.0,47.0,2.46,1.0,3.0,0.0,88.14233091435545,1.5,1.35,1.35,0.5,7.0,5.0,6,21,2025-01-15T19:30:00Z
Emmanuel Dennis,FWD,Nott'm Forest,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,64.49567366922567,1.5,1.35,1.35,0.5,7.0,4.9,0,21,2025-01-14T20:00:00Z
Endo Wataru,MID,Liverpool,36.0,5.0,0.0,0.0,0.0,0.0,6.066666666666666,0.4,0.0,0.02,0.0,0.0,0.0,6.0,0.18,0.58,3.0,0.0,60.346516581117385,1.5,1.35,1.35,0.5,7.0,4.6,0,21,2025-01-14T20:00:00Z
Enso González,MID,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,53.17740524085909,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-15T19:30:00Z
Enzo Barrenechea,MID,Aston Villa,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,47.84775950782052,1.5,1.35,1.35,0.5,7.0,4.9,0,21,2025-01-15T19:30:00Z
Enzo Fernández,MID,Chelsea,450.0,5.0,5.0,0.0,1.0,1.0,6.1866666666666665,2.4,0.61,1.2200000000000002,2.0,0.0,0.0,84.0,6.859999999999999,1.0,3.0,1.0,85.69175225049153,1.5,1.35,1.35,0.5,7.0,5.0,2,21,2025-01-14T19:30:00Z
Eric da Silva Moreira,MID,Nott'm Forest,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,57.90093970976458,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T20:00:00Z
Erling Haaland,FWD,Man City,443.0,5.0,5.0,3.0,0.0,1.0,6.255079006772009,5.0,2.8899999999999997,0.30000000000000004,0.0,0.0,5.0,113.0,7.860000000000001,1.0,3.0,0.0,94.48365083862559,1.5,1.35,1.35,0.5,7.0,14.8,2,21,2025-01-14T19:30:00Z
Ethan Brierley,MID,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,57.227180856949374,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T19:30:00Z
Ethan Nwaneri,MID,Arsenal,154.0,5.0,2.0,1.0,0.0,0.0,6.2272727272727275,2.0,0.15000000000000002,0.22,1.0,0.0,1.0,35.0,2.2,0.8599999999999999,3.0,1.0,68.67185580339797,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-15T20:00:00Z
Ethan Pinnock,DEF,Brentford,90.0,5.0,1.0,0.0,0.0,0.0,6.122222222222222,0.2,0.0,0.02,0.0,0.0,0.0,11.0,0.6200000000000001,0.43999999999999995,3.0,1.0,66.45044924519271,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-14T19:30:00Z
Evan Ferguson,FWD,Brighton,23.0,5.0,0.0,0.0,0.0,0.0,6.066666666666666,0.4,0.18,0.21,0.0,0.0,0.0,6.0,0.6599999999999999,0.58,3.0,0.0,63.90722168053908,1.5,1.35,1.35,0.5,7.0,5.5,0,21,2025-01-16T19:30:00Z
Ezra Mayers,DEF,West Ham,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,47.96055458160801,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-14T19:30:00Z
Ezri Konsa Ngoyo,DEF,Aston Villa,450.0,5.0,5.0,0.0,0.0,0.0,6.071111111111111,1.4,0.24,0.04,0.0,0.0,0.0,32.0,2.2,1.0,3.0,0.0,84.96580863006264,1.5,1.35,1.35,0.5,7.0,4.4,8,21,2025-01-15T19:30:00Z
Fabian Schär,DEF,Newcastle,360.0,5.0,4.0,0.0,0.0,4.0,6.311111111111111,4.6,0.12000000000000001,0.13,1.0,0.0,0.0,112.0,2.0,0.8599999999999999,3.0,1.0,77.17924686564858,1.5,1.35,1.35,0.5,7.0,5.4,0,21,2025-01-15T19:30:00Z
Facundo Pellistri Rebollo,MID,Man Utd,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,41.90455715583265,1.5,1.35,1.35,0.5,7.0,5.0,0,21,2025-01-16T20:00:00Z
Flynn Downes,MID,Southampton,240.0,5.0,3.0,0.0,0.0,1.0,6.1375,1.2,0.01,0.010000000000000056,1.0,0.0,0.0,33.0,0.6400000000000002,0.72,3.0,0.0,53.03631506021256,1.5,1.35,1.35,0.5,7.0,4.8,0,21,2025-01-16T20:00:00Z
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,339.0,5.0,4.0,1.0,0.0,3.0,6.1946902654867255,3.0,0.7200000000000001,0.6,0.0,0.0,2.0,66.0,5.680000000000001,1.0,3.0,0.0,76.68306755983296,1.5,1.35,1.35,0.5,7.0,5.8,0,21,2025-01-14T19:30:00Z
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,56.4010577969829,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-15T19:30:00Z
Frank Onyeka,MID,Brentford,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,45.91003034178759,1.5,1.35,1.35,0.5,7.0,4.9,0,21,2025-01-14T19:30:00Z
Freddie Ladapo,FWD,Ipswich,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,67.92096744119031,1.5,1.35,1.35,0.5,7.0,4.5,0,21,2025-01-16T19:30:00Z
Fábio Ferreira Vieira,MID,Arsenal,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,44.18572478250532,1.5,1.35,1.35,0.5,7.0,5.4,0,21,2025-01-15T20:00:00Z
Fábio Freitas Gouveia Carvalho,MID,Brentford,24.0,5.0,0.0,0.0,0.0,0.0,6.0,0.4,0.4799999999999999,0.01,0.0,0.0,0.0,0.0,0.15999999999999998,0.58,3.0,1.0,68.8421062979466,1.5,1.35,1.35,0.5,7.0,4.6,0,21,2025-01-14T19:30:00Z
Fábio Silva,FWD,Wolves,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,57.925083278820075,1.5,1.35,1.35,0.5,7.0,5.0,0,21,2025-01-15T19:30:00Z
Gabriel Fernando de Jesus,FWD,Arsenal,357.0,5.0,4.0,3.0,2.0,1.0,6.324929971988795,6.6,2.1799999999999997,0.4,0.0,0.0,6.0,116.0,7.1,1.0,3.0,1.0,83.05548451976614,1.5,1.35,1.35,0.5,7.0,6.9,0,21,2025-01-15T20:00:00Z
Gabriel Martinelli Silva,MID,Arsenal,388.0,5.0,4.0,2.0,0.0,2.0,6.198453608247423,4.6,1.1800000000000002,0.83,0.0,0.0,2.0,77.0,7.659999999999999,1.0,3.0,1.0,82.22513269363183,1.5,1.35,1.35,0.5,7.0,6.8,1,21,2025-01-15T20:00:00Z
Gabriel dos Santos Magalhães,DEF,Arsenal,450.0,5.0,5.0,0.0,1.0,2.0,6.197777777777778,4.6,0.66,0.42000000000000004,1.0,0.0,3.0,89.0,3.9799999999999995,1.0,3.0,1.0,94.10820796476895,1.5,1.35,1.35,0.5,7.0,6.4,1,21,2025-01-15T20:00:00Z
Garang Kuol,MID,Newcastle,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.14242233324206,1.5,1.35,1.35,0.5,7.0,4.4,0,21,2025-01-15T19:30:00Z
George Edmundson,DEF,Ipswich,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.48060325403038,1.5,1.35,1.35,0.5,7.0,4.0,0,21,2025-01-16T19:30:00Z
